33.00173646880825,16.359292729416023,34,68,73,85,109,112
36.148357721657945,16.143842293419386,68,73,85,109,112,113
30.582569314320384,12.901138392189521,28,68,73,85,109,112
50.789705939705925,16.841416430046376,68,73,85,103,109,112
36.50492994728546,20.601337253049305,68,73,85,109,112,122
52.165011081949984,20.92460407930649,68,73,85,105,109,112
30.582569314320384,12.901138392189521,45,68,73,85,109,112
32.609490066376125,21.942048575978905,32,68,73,85,109,112
36.68950999049909,22.145299706024517,68,73,85,109,112,126
34.23831093028039,16.04650372936254,61,68,73,85,109,112
40.77634779304864,18.77745846181342,11,68,73,85,109,112
34.96302040412612,15.273142930957604,68,73,85,97,109,112
32.5683488150998,16.324876027513774,73,85,105,109,112,127
50.63001353453964,17.414342124139008,73,85,105,109,112,116
42.58258498829363,16.43596239086427,73,85,94,105,109,112
38.40058557543247,16.86039893039424,53,73,85,105,109,112
44.046136323273615,20.04290610932789,66,73,85,105,109,112
46.031315501592495,5.7862589800158135,50,73,85,105,109,112
29.835334492399205,44.34808293983464,33,73,85,105,109,112
49.24829153403396,17.038613303878197,58,73,85,105,109,112
36.577535157965166,22.272427215322953,51,73,85,105,109,112
35.61442858397267,25.175692164647383,73,85,90,105,109,112
43.14705810677288,22.42922742926973,73,85,105,106,109,112
42.50985950279104,23.042635543247005,31,73,85,105,109,112
36.577535157965166,22.272427215322953,73,85,86,105,109,112
40.59892086322262,30.603904390442665,73,85,105,109,112,115
42.416571481354225,20.829574903833233,73,85,99,105,109,112
36.577535157965166,22.272427215322953,45,73,85,105,109,112
35.25638036585781,24.04229159441823,23,73,85,105,109,112
38.957925318659335,21.52347912351918,73,85,95,105,109,112
43.27014578321797,19.63647491626052,73,85,93,105,109,112
46.88002081853658,17.56768905548449,73,85,105,109,112,113
52.90634934899689,15.78183784565554,38,73,85,105,109,112
43.0906110941366,14.426636595929441,65,73,85,105,109,112
36.57753515796516,22.272427215322942,73,85,105,109,112,119
46.9081296167324,16.19463466417083,12,73,85,105,109,112
36.577535157965166,22.272427215322953,54,73,85,105,109,112
43.0906110941366,14.426636595929441,65,73,85,105,109,112
40.09037126211351,23.77404559931117,39,73,85,105,109,112
41.46124768601091,13.304414809028104,57,73,85,105,109,112
34.92385484447714,26.386164612643785,42,73,85,105,109,112
35.25638036585781,24.04229159441823,22,73,85,105,109,112
40.94483069367535,13.54126680359769,9,73,85,105,109,112
34.58159848899568,27.00798914806251,73,85,105,109,112,120
43.98434655849563,10.20374686821909,71,73,85,105,109,112
34.58159848899568,27.00798914806251,73,85,105,109,112,120
35.25638036585781,24.04229159441823,22,73,85,105,109,112
36.57753515796516,22.272427215322942,73,85,105,109,112,119
48.22490668894123,18.10154512721022,73,80,85,105,109,112
30.137789206974976,27.377119232696618,73,85,88,105,109,112
51.96656857465874,11.878330340253024,73,85,105,109,112,118
45.939765974336126,22.229494177193562,73,84,85,105,109,112
36.577535157965166,22.272427215322953,28,73,85,105,109,112
36.70037693667313,15.62277539153218,30,73,85,105,109,112
46.11394831610089,10.057256626277779,73,75,85,105,109,112
30.137789206974976,27.377119232696618,73,85,88,105,109,112
48.45267810296791,10.298924866221261,69,73,85,105,109,112
41.31753226525892,24.058791306402764,73,85,105,109,112,122
41.31753226525892,24.058791306402764,73,85,105,109,112,122
53.18080076809339,9.80275241793662,73,74,85,105,109,112
36.577535157965166,22.272427215322953,7,73,85,105,109,112
46.11394831610089,10.057256626277779,73,75,85,105,109,112
49.30623287335992,13.832795345127185,23,74,85,105,109,112
51.29623177376819,10.131935623900125,20,74,85,105,109,112
52.747705613482005,10.309248877150376,43,74,85,105,109,112
53.75669303628762,7.69516562241165,65,74,85,105,109,112
46.11860724584808,12.366522105818722,74,85,101,105,109,112
53.47750890768995,8.204602439023175,72,74,85,105,109,112
34.75219657491698,16.993931854144193,35,74,85,105,109,112
41.02177888998196,16.244933906233406,74,85,105,109,112,123
35.84429690543525,27.52272250283764,42,74,85,105,109,112
46.6469655531892,12.50758405067446,14,74,85,105,109,112
37.318144343859935,18.68113674207478,74,85,105,109,112,128
50.5886380137079,12.001294641243783,55,74,85,105,109,112
45.954657093901986,10.527002892649469,29,74,85,105,109,112
37.318144343859935,18.68113674207478,74,85,105,109,112,128
41.951951455386435,22.6118995305996,74,85,105,109,112,126
49.0981343424995,13.571333073559599,16,74,85,105,109,112
52.79993638606254,10.393545974175357,21,74,85,105,109,112
38.011841138779744,15.728270702547805,36,74,85,105,109,112
