19.82127270675346,-1.8672373714737205,21,28,51,54,64,79,110,116
34.94142126051088,11.602953891018306,51,54,64,79,107,110,115,116
39.573786839311836,13.698959940853582,32,51,54,59,64,79,110,116
34.96140870385976,24.593430108286658,32,49,51,54,64,79,110,116
30.254851087587298,5.4535802758945895,9,12,51,54,64,79,110,116
41.05722415355213,3.572388315796795,11,51,54,64,79,84,110,116
45.451691765125936,6.683616633790737,51,54,64,73,79,106,110,116
27.234971034502088,-3.657783714535464,31,51,54,64,73,79,110,116
44.936812505338374,1.6917820398552492,35,51,54,64,79,103,110,116
30.97806548609889,11.237199294710736,51,54,62,64,79,94,110,116
32.42374270925102,4.437580672653861,36,46,51,54,64,79,110,116
45.67193472461131,6.110290045620795,21,45,64,73,79,106,110,116
42.191047555898464,9.715064447724057,6,63,64,73,79,106,110,116
56.57114979309243,1.1536204543560749,17,64,73,74,79,106,110,116
48.82515973746259,8.856907619575951,45,64,73,74,79,106,110,116
58.71852514453563,7.1918304715478065,7,64,73,79,106,109,110,116
48.23271062979,7.737414293613454,13,14,64,73,79,106,110,116
66.95798542878147,8.412775194568574,64,70,73,79,106,110,114,116
52.49818516664972,7.140898695095255,64,73,79,80,99,106,110,116
49.22922566538476,5.770649292203512,55,64,73,79,106,110,112,116
43.31605828868986,17.218557508228518,64,73,79,85,94,106,110,116
57.247244614033136,6.0270574755885855,71,73,79,103,106,110,114,116
41.05492078823749,9.68065901373694,41,72,73,79,106,110,114,116
36.50236655999785,16.041502383304504,41,73,79,106,110,114,116,117
47.59263048970669,8.355601302763674,9,59,73,79,106,110,114,116
42.81610318852897,2.535417559016071,52,65,73,79,106,110,114,116
46.346969701870336,17.469114593659597,28,73,79,81,106,110,114,116
42.96791607023863,2.6271937989921637,57,73,78,79,106,110,114,116
44.753483945354816,4.907958089872987,73,75,79,87,106,110,114,116
54.64356860504029,7.640031123112893,73,79,82,93,106,110,114,116
49.35887488319133,7.689701980641806,11,24,51,78,99,101,104,118
39.31802296498461,15.229671692839974,41,51,78,99,101,104,118,125
49.83995461053269,8.284196213878229,19,51,78,99,101,104,118,125
38.85389911049647,25.18065515626618,32,51,78,89,99,101,104,118
46.71137595136014,6.1373227812740945,22,51,61,78,99,101,104,118
42.39648912656081,7.789277677041775,51,62,78,99,100,101,104,118
69.93385611332653,1.6154205380800366,51,64,67,78,99,101,104,118
85.87286860551268,-0.6743323425350488,16,51,71,78,99,101,104,118
44.659890071888924,6.919157613466793,49,50,51,78,99,101,104,118
40.81115791820503,19.052476069655786,51,78,85,97,99,101,104,118
48.53894467654103,2.904563818776395,31,42,51,78,99,101,104,118
52.17654887874901,5.408097005711527,55,59,71,78,99,101,104,118
54.17144075659466,0.9261177113491872,55,71,78,99,101,102,104,118
50.14152867242717,4.844865734729524,21,71,78,88,99,101,104,118
41.679311484223646,16.28870631999628,26,60,71,78,99,101,104,118
54.69683268783792,-2.44620995276841,71,78,79,99,101,104,110,118
38.796492697399195,9.47786189691297,50,71,78,88,99,101,104,118
45.5616070323365,3.5166157185097684,47,57,71,78,99,101,104,118
46.42924783228874,-3.689302472606118,71,78,89,99,101,104,114,118
38.4741083276003,6.994199805129372,29,54,71,78,99,101,104,118
38.423652204312326,16.4248062140337,35,71,78,81,99,101,104,118
37.6053975002513,8.445997131163185,24,66,71,78,99,101,104,118
41.932000384021634,3.8687717567090525,30,71,78,99,101,104,118,123
39.69619448023049,9.02546999010238,71,78,99,101,104,109,117,118
47.81852644189425,4.920650825345066,20,71,78,99,101,104,109,118
49.924640323529374,2.569805240046283,71,78,90,99,101,103,104,118
43.37429830093852,6.257413367327776,34,71,78,99,101,104,108,118
