,ruleScoreTAUT,cumul_Interaction,cumul_difficultProblemCountWE,cumul_WrongSemanticsApp,cumul_InDirectProofActionCount,cumul_actionCount,cumul_PreviousStepClickCountWE,CurrPro_avgProbTimeDeviationWE
ruleScoreTAUT,1.0,-0.4689885194810406,0.11777007521095263,-0.47577924732484617,,-0.4762886894038826,,0.39448474734076694
cumul_Interaction,-0.4689885194810406,1.0,-0.01839889394933296,0.827783242638261,,0.9587988868518613,,-0.40712893851631843
cumul_difficultProblemCountWE,0.11777007521095263,-0.01839889394933296,1.0,-0.08160612152665517,,0.0005240620309922949,,-0.18664958708985685
cumul_WrongSemanticsApp,-0.47577924732484617,0.827783242638261,-0.08160612152665517,1.0,,0.8282189905469254,,-0.3315352634960271
cumul_InDirectProofActionCount,,,,,,,,
cumul_actionCount,-0.4762886894038826,0.9587988868518613,0.0005240620309922949,0.8282189905469254,,1.0,,-0.4205790129208297
cumul_PreviousStepClickCountWE,,,,,,,,
CurrPro_avgProbTimeDeviationWE,0.39448474734076694,-0.40712893851631843,-0.18664958708985685,-0.3315352634960271,,-0.4205790129208297,,1.0
