student,currProb,course,session,priorTutorAction,reward,hintCount,TotalTime,TotalPSTime,TotalWETime,avgstepTimePS,stepTimeDeviation,symbolicRepresentationCount,englishSymbolicSwitchCount,Level,probDiff,difficultProblemCountSolved,easyProblemCountSolved,easyProblemCountWE,easyProbAlternate,UseCount,PrepCount,MorphCount,OptionalCount,SolvedPSInLevel,SeenWEinLevel,probIndexinLevel,WrongSemanticsApp,PrightAppRatio,InDirectProofActionCount,UseWindowInfo,BlankRatio,HoverHintCount,NextStepClickCountWE,ruleScoreDS,ruleScoreSIMP,ruleScoreMT,ruleScoreADD,ruleScoreDN,ruleScoreDEM,ruleScoreIMPL,ruleScoreEQUIV,ruleScoreDIST,ruleScoreABS,ruleScoreEXP,ruleScoreTAUT,cumul_Interaction,cumul_hintCount,cumul_TotalTime,cumul_TotalWETime,cumul_avgstepTimePS,cumul_symbolicRepresentationCount,cumul_englishSymbolicSwitchCount,cumul_easyProblemCountSolved,cumul_easyProblemCountWE,cumul_probAlternate,cumul_easyProbAlternate,cumul_RuleTypesCount,cumul_UseCount,cumul_PrepCount,cumul_MorphCount,cumul_OptionalCount,cumul_probIndexinLevel,cumul_InterfaceErrorCount,cumul_RightApp,cumul_WrongSyntaxApp,cumul_PrightAppRatio,cumul_RrightAppRatio,cumul_F1Score,cumul_FDActionCount,cumul_DirectProofActionCount,cumul_actionCount,cumul_UseWindowInfo,cumul_NonPSelements,cumul_AppRatio,cumul_hintRatio,cumul_HoverHintCount,cumul_NextStepClickCountWE,cumul_PreviousStepClickCountWE,CurrPro_avgProbTime,CurrPro_avgProbTimePS,CurrPro_avgProbTimeDeviationPS,CurrPro_avgProbTimeDeviationWE,CurrPro_medianProbTime
0006-F14,6.1.1.0,226-001-BARNES-F14,1,PS,0,0,287.367,287.367,0,11.49468,14.67852856,1,0,6,1,1,0,0,0,4,1,0,0,1,0,0,2,0.1,0,0,0,2,0,0.027667618,0.802733711,0.074459783,0.930111632,0.043154774,0.094231852,0.205840617,0.011340922,0.011340922,0.011522626,0.011522626,0.018611481,23,0,287.367,0,11.49468,1,0,0,0,0,0,2,4,1,0,0,0,5,2,1,0.1,0.285714286,0.148148148,20,20,20,0,0,1,0,2,0,0,142.0847729,117.483358,185.2095986,40.87964397,78.412
0006-F14,6.1.2.0,226-001-BARNES-F14,1,WE,0,0,6.409,0,6.409,5.730519118,14.66979389,1,0,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0.166056337,0,0,1,0,2,0.288451181,0.718127592,0.218331714,0.330663801,0.201765001,0.171641868,0.285440643,0.034150674,0.02269319,0.011597411,0.011823916,0.01206554,26,0,293.776,6.409,11.49468,2,0,0,0,0,0,2,4,1,0,0,1,6,2,1,0.1,0.153846154,0.121212121,22,22,22,0,2,0.909090909,0,2,2,0,112.6867266,102.5303282,313.4651755,16.41704625,5.8105
0006-F14,6.1.3.0,226-001-BARNES-F14,1,PS,-22.7697536108752,0,1100.452,1100.452,0,9.020098361,12.78322476,1,0,6,1,1,0,0,0,10,5,11,5,0,0,2,11,0.147058824,0,0,0,11,0,0.020719735,0.976555517,0.139070381,0.930111632,0.128746564,0.263073331,0.345505272,0.021932712,0.011340922,0.011522626,0.011522626,0.011682198,146,0,1394.228,6.409,9.440945578,3,0,0,0,0,0,4,14,6,11,5,2,26,17,6,0.139344262,0.894736842,0.241134752,124,124,124,0,2,0.983870968,0,13,2,0,457.3999871,457.3999871,605.6075083,0,303.571
0008-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,0,49.027,0,49.027,5.730519118,0.375473701,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.166056337,0,0,1,0,5,0.288451181,0.718127592,0.218331714,0.330663801,0.201765001,0.171641868,0.285440643,0.034150674,0.02269319,0.011597411,0.011823916,0.01206554,6,0,49.027,49.027,6.100940583,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.160948709,0,0.268913966,5,5,5,0,5,0,0,0,5,0,472.5291424,402.2476603,754.2226573,85.89333199,226.8775
0008-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0,0,108.756,108.756,0,7.2504,8.582579774,1,0,1,0,0,0,0,0,5,1,0,0,1,0,1,3,0.25,0,0,0,0,0,0.039311765,0.039311765,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20,0,157.783,49.027,7.2504,2,0,0,0,0,0,2,5,1,0,0,1,4,3,0,0.25,0.428571429,0.315789474,17,17,17,0,5,0.705882353,0,0,5,0,167.9528131,136.6535636,325.6199227,44.42744607,81.495
0008-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0,0,80.462,0,80.462,5.730519118,8.442368501,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0.166056337,0,0,1,0,6,0.288451181,0.718127592,0.218331714,0.330663801,0.201765001,0.171641868,0.285440643,0.034150674,0.02269319,0.011597411,0.011823916,0.01206554,27,0,238.245,129.489,7.2504,3,0,0,0,0,0,2,5,1,0,0,2,5,3,0,0.25,0.272727273,0.260869565,23,23,23,0,11,0.52173913,0,0,11,0,572.535163,522.2272823,1017.360329,45.74223636,124.365
0008-F14,1.0.4.0,226-001-BARNES-F14,1,PS,40.7894736842106,0,103.709,103.709,0,6.4818125,8.20554715,1,0,1,0,0,0,0,0,2,2,0,0,0,0,3,0,0.333333333,0,0,0,0,0,0.118945582,0.118945582,0.01,0.039311765,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,41,0,341.954,129.489,6.853709677,4,0,0,0,0,0,2,7,3,0,0,3,9,7,0,0.291666667,0.466666667,0.358974359,35,35,35,0,11,0.685714286,0,0,11,0,252.0669214,252.0669214,419.3237917,0,119.459
0008-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0,0,164.859,164.859,0,5.318032258,7.477076263,1,0,2,1,1,0,0,0,3,3,0,0,1,0,0,0,0.260869565,0,0,0,0,0,0.118945582,0.118945582,0.039311765,0.297072353,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,29,0,164.859,0,5.318032258,1,0,0,0,0,0,2,3,3,0,0,0,8,6,0,0.260869565,1,0.413793103,23,23,23,0,0,1,0,0,0,0,366.135642,318.9324098,568.136864,55.10625694,152.054
0008-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0,0,29.178,0,29.178,5.730519118,7.44911899,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0.166056337,0,0,1,0,6,0.288451181,0.718127592,0.218331714,0.330663801,0.201765001,0.171641868,0.285440643,0.034150674,0.02269319,0.011597411,0.011823916,0.01206554,36,0,194.037,29.178,5.318032258,2,0,0,0,0,0,2,3,3,0,0,1,9,6,0,0.260869565,0.6,0.363636364,29,29,29,0,6,0.793103448,0,0,6,0,215.5316966,166.3043781,514.1781711,50.54714033,64.568
0008-F14,2.1.3.0,226-001-BARNES-F14,1,PS,26.9416187527642,0,118.697,118.697,0,5.395318182,8.852454766,1,0,2,1,1,0,0,0,2,2,0,0,0,0,2,0,0.266666667,0,0,0,0,0,0.118945582,0.297072353,0.118945582,0.297072353,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,56,0,312.734,29.178,5.350113208,3,0,0,0,0,0,2,5,5,0,0,2,16,10,0,0.263157895,0.666666667,0.377358491,44,44,44,0,6,0.863636364,0,0,6,0,225.4508831,225.4508831,312.2420144,0,126.088
0008-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0,0,160.443,160.443,0,5.730107143,9.422798152,1,0,3,1,1,0,0,0,3,4,0,0,1,0,0,0,0.333333333,0,0,0,0,0,0.118945582,0.925437192,0.297072353,0.566085839,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,26,0,160.443,0,5.730107143,1,0,0,0,0,0,2,3,4,0,0,0,7,7,0,0.333333333,1,0.5,21,21,21,0,0,1,0,0,0,0,506.9877537,465.9649527,877.4636507,48.64787226,148.718
0008-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0,0,69.079,0,69.079,5.730519118,9.395120232,1,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0.166056337,0,0,1,0,10,0.288451181,0.718127592,0.218331714,0.330663801,0.201765001,0.171641868,0.285440643,0.034150674,0.02269319,0.011597411,0.011823916,0.01206554,37,0,229.522,69.079,5.730107143,2,0,0,0,0,0,2,3,4,0,0,1,8,7,0,0.333333333,0.466666667,0.388888889,31,31,31,0,10,0.677419355,0,0,10,0,224.5486218,171.9041423,453.1682347,60.599419,68.9985
0008-F14,3.1.3.0,226-001-BARNES-F14,1,PS,22.754344456229,0,88.149,88.149,0,3.03962069,8.564823423,1,0,3,1,1,0,0,0,3,4,0,0,0,0,2,0,0.318181818,0,0,0,0,0,0.297072353,0.991638569,0.566085839,0.800831063,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,64,0,317.671,69.079,4.361263158,3,0,0,0,0,0,2,6,8,0,0,2,15,14,0,0.325581395,0.636363636,0.430769231,53,53,53,0,10,0.811320755,0,0,10,0,304.7160905,304.7082155,374.6966858,0.113744052,179.1665
0008-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0,0,110.795,110.795,0,4.817173913,8.435232519,1,0,4,1,1,0,0,0,4,2,0,0,1,0,0,0,0.333333333,0,0,0,0,0,0.566085839,0.999119161,0.800831063,0.800831063,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,21,0,110.795,0,4.817173913,1,0,0,0,0,0,2,4,2,0,0,0,5,6,0,0.333333333,1,0.5,18,18,18,0,0,1,0,0,0,0,164.8392672,125.7966863,260.6786393,60.61856213,99.6955
0008-F14,4.1.2.0,226-001-BARNES-F14,1,WE,0,0,37.236,0,37.236,5.730519118,8.418092948,1,0,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0.166056337,0,0,1,0,8,0.288451181,0.718127592,0.218331714,0.330663801,0.201765001,0.171641868,0.285440643,0.034150674,0.02269319,0.011597411,0.011823916,0.01206554,30,0,148.031,37.236,4.817173913,2,0,0,0,0,0,2,4,2,0,0,1,6,6,0,0.333333333,0.5,0.4,26,26,26,0,8,0.692307692,0,0,8,0,264.2295038,213.6990389,510.6006303,54.88639744,63.2005
0008-F14,4.1.3.0,226-001-BARNES-F14,1,PS,9.5145631067962,0,277.579,277.579,0,8.164088235,9.130313278,1,0,4,1,1,0,0,0,4,3,0,0,0,0,2,0,0.2,0,0,0,3,0,0.566085839,0.999907839,0.800831063,0.800831063,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,62,0,425.61,37.236,6.813578947,3,0,0,0,0,0,2,8,5,0,0,2,10,12,1,0.25,0.666666667,0.363636364,56,56,56,0,8,0.857142857,0,3,8,0,705.756679,705.756679,623.5281073,0,506.664
0008-F14,5.1.1.0,226-001-BARNES-F14,1,PS,0,0,81.634,81.634,0,4.802,8.858748352,1,0,5,1,1,0,0,0,2,0,2,0,1,0,0,0,0.333333333,0,0,0,0,0,0.800831063,0.999907839,0.800831063,0.800831063,0.039311765,0.01,0.039311765,0.01,0.01,0.01,0.01,0.01,15,0,81.634,0,4.802,1,0,0,0,0,0,2,2,0,2,0,0,5,4,0,0.333333333,0.8,0.470588235,12,12,12,0,0,1,0,0,0,0,136.7717735,113.2824938,220.7980538,32.38021109,67.9345
0008-F14,5.1.2.0,226-001-BARNES-F14,1,WE,0,0,38.562,0,38.562,5.730519118,8.84552048,1,0,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0.166056337,0,0,1,0,10,0.288451181,0.718127592,0.218331714,0.330663801,0.201765001,0.171641868,0.285440643,0.034150674,0.02269319,0.011597411,0.011823916,0.01206554,26,0,120.196,38.562,4.802,2,0,0,0,0,0,2,2,0,2,0,1,6,4,0,0.333333333,0.307692308,0.32,22,22,22,0,10,0.545454545,0,0,10,0,88.52143265,58.20607937,172.7969031,35.8557963,41.78
0008-F14,5.1.3.0,226-001-BARNES-F14,1,PS,0,0,372.749,372.749,0,10.0742973,9.785533303,1,0,5,1,1,0,0,0,2,5,3,0,0,0,2,1,0.272727273,26,0,0.057142857,1,0,0.800831063,0.999959651,0.800831063,0.366832734,0.079128673,0.118945582,0.039311765,0.01,0.01,0.01,0.01,0.01,61,0,492.945,38.562,8.4145,3,0,0,0,0,0,3,4,5,5,0,2,8,13,0,0.288888889,0.684210526,0.40625,57,31,57,0,12,0.789473684,0,1,10,0,537.6418304,537.6411391,788.7727724,0.009823053,354.852
0008-F14,6.1.1.0,226-001-BARNES-F14,1,PS,0,0,122.866,122.866,0,4.725615385,9.519831924,1,0,6,1,1,0,0,0,4,1,0,0,1,0,0,2,0.086956522,0,0,0,0,0,0.800831063,0.999959651,0.800831063,0.366832734,0.079128673,0.118945582,0.039311765,0.01,0.01,0.01,0.01,0.01,24,0,122.866,0,4.725615385,1,0,0,0,0,0,2,4,1,0,0,0,3,2,1,0.086956522,0.285714286,0.133333333,23,23,23,0,0,1,0,0,0,0,142.0847729,117.483358,185.2095986,40.87964397,78.412
0008-F14,6.1.2.0,226-001-BARNES-F14,1,WE,0,0,14.627,0,14.627,5.730519118,9.509110883,1,0,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0.166056337,0,0,1,0,2,0.288451181,0.718127592,0.218331714,0.330663801,0.201765001,0.171641868,0.285440643,0.034150674,0.02269319,0.011597411,0.011823916,0.01206554,27,0,137.493,14.627,4.725615385,2,0,0,0,0,0,2,4,1,0,0,1,4,2,1,0.086956522,0.153846154,0.111111111,25,25,25,0,2,0.92,0,0,2,0,112.6867266,102.5303282,313.4651755,16.41704625,5.8105
0008-F14,6.1.3.0,226-001-BARNES-F14,1,PS,0,0,189.72,189.72,0,5.730519118,10.26625576,2,0,6,1,1,0,0,0,3,4,4,0,0,0,2,0,0.366666667,0,0,0,0,0,0.925437192,0.999998636,0.800831063,0.366832734,0.214159729,0.566085839,0.118945582,0.039311765,0.01,0.01,0.01,0.01,62,0,327.213,14.627,6.100940583,4,0,0,0,0,0,3,7,5,4,0,2,11,13,1,0.245283019,0.903342333,0.268913966,55,55,55,0,2,0.963636364,0,0,2,0,457.3999871,457.3999871,605.6075083,0,303.571
0009-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0,0,784.898,784.898,0,8.919295455,15.35997662,1,0,1,0,0,0,0,0,9,6,5,0,1,0,0,4,0.083333333,0,0,0,0,0,0.013201672,0.058215605,0.01,0.01,0.013351755,0.01,0.011795958,0.01,0.01,0.01,0.01,0.01,87,0,784.898,0,8.919295455,1,0,0,0,0,0,3,9,6,5,0,0,16,6,10,0.083333333,1.5,0.157894737,72,72,72,0,0,1,0,0,0,0,472.5291424,402.2476603,754.2226573,85.89333199,226.8775
0009-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0,0,131.532,0,131.532,5.730519118,15.29864029,0,6,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.52173913,0,6,0.288451181,0.718127592,0.218331714,0.330663801,0.201765001,0.171641868,0.285440643,0.034150674,0.02269319,0.011597411,0.011823916,0.01206554,137,0,916.43,131.532,8.919295455,1,6,0,0,0,0,3,9,6,5,0,1,43,6,10,0.072289157,0.857142857,0.133333333,95,95,95,0,12,0.873684211,0,0,6,2,167.9528131,136.6535636,325.6199227,44.42744607,81.495
0009-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0,9,1157.812,1157.812,0,8.576385185,10.40079472,1,0,1,0,0,0,0,0,3,13,17,0,1,0,2,15,0.118811881,2,0,0.114035088,2,0,0.046427918,0.381963301,0.01,0.089033719,0.011795958,0.011340922,0.057994462,0.01,0.01,0.01,0.01,0.01,269,9,2074.242,131.532,8.711704036,1,6,0,0,0,0,3,12,19,22,0,2,64,18,16,0.097826087,1.636363636,0.184615385,209,207,209,0,25,0.880382775,0.043062201,2,6,2,572.535163,522.2272823,1017.360329,45.74223636,124.365
0009-F14,1.0.4.0,226-001-BARNES-F14,2,PS,-49.3421052631578,0,160.275,160.275,0,3.642613636,8.958628859,1,0,1,0,0,0,0,0,7,2,1,0,0,0,3,1,0.128205128,0,0,0,7,0,0.052984237,0.655804848,0.011340922,0.235837903,0.011795958,0.011340922,0.111657578,0.01,0.01,0.01,0.01,0.01,311,9,2234.517,131.532,7.876348315,1,6,0,0,0,0,3,19,21,23,0,3,69,23,20,0.103139013,1.533333333,0.193277311,248,246,248,0,25,0.899193548,0.036290323,9,6,2,252.0669214,252.0669214,419.3237917,0,119.459
