0.806442945,0.874793292,0.87659824,0.910535325,0.814019757,0.974833808,0.951702172,0.865584416,1,0.89047619,1,0.831840624,0.921502687,0.713903005,0.898723077,0.81716141,0.867421231,0.970563499,1,0.978291317,0.710769231,0.976762821,0.827191286,0.946350196,0.894409938,0.719117647,0.847058824,0.869013702,0.726280664,0.915343915,0.896057348,0.991452991,0.975,0.972200772,0.812002339,0.932314063
0.711725212,0.616172245,0.850152136,0.874555904,0.63700747,0.505573354,0.449754902,0.874790274,0.973765432,0.815605356,0.966777452,0.804399196,0.822843261,0.730337557,0.843880063,0.907609178,0.593015764,0.778790654,0.761078663,0.965258385,0.667724868,0.603193988,0.861218962,0.776716343,0.892196597,0.747264718,0.686836049,0.775786084,0.581653848,0.53731581,0.804628208,0.786085795,0.805232965,0.878376627,0.864045558,0.774466762
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.888214409,0.085330157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.764606546,0.131839728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.776460883,0.721363159,0.710606061,0.848412698,0.725396252,0.68689765,0.976374228,0.868831421,0.913921827,0.875571382,1,0.814230684,0.908503401,0.634797588,0.873431685,0.800239111,0.739417989,0.949519829,0.989247312,0.989247312,0.669707602,0.956582633,0.857387038,0.937113713,0.805269947,0.726031155,0.793568806,0.823227609,0.688796296,0.74968418,0.825332562,0.908526659,0.867294843,0.915152388,0.813756808,0.941370224
0.597702991,0.545045695,0.761809955,0.765738706,0.536607143,0.51544289,0.29998197,0.735086157,0.764555035,0.741854637,0.744711076,0.752365946,0.693892841,0.576060118,0.763746254,0.790879978,0.549782274,0.731277546,0.751290303,0.909042426,0.638339617,0.606857056,0.744403149,0.617274033,0.89356076,0.740873506,0.466977224,0.656665855,0.544515878,0.309196505,0.718399941,0.620902855,0.774653839,0.700235407,0.569918386,0.858138476
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.835590915,0.101647555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.666327401,0.139352013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
