3.5214498827288674,0.734418247360706,30,69
5.608556100138834,3.9851977623204,43,115
2.4455482086603926,1.3877802007654458,12,52
6.215881172881076,2.441465745539334,14,66
2.033022036373049,-4.244441822179419,55,85
9.001517899859975,5.448721109433725,31,104
3.5251175907755123,2.3183642364927275,91,125
6.167223255278341,3.4414377138678054,6,63
13.883487218802756,5.285142987745865,59,80
5.83605256466125,6.433554260058045,30,115
18.744387552773627,21.571845527326108,32,48
20.938804547429964,5.035915293459188,17,119
4.083569299673992,1.4434443294765988,46,56
8.011444295752803,3.6087768360264003,59,86
7.247129706397252,2.8100994366735423,60,104
6.107488590828776,-0.6579157396162577,26,81
0.502322827145544,-19.06350827372466,87,108
11.065167129295729,2.619059731241298,10,33
8.233034257557891,2.690663602845484,16,73
3.6401755956427504,2.3568055233763796,91,105
11.564989846177795,3.460076368816957,51,95
2.4488120407696536,-15.21232399814837,13,84
8.579722403975257,3.630130839164291,83,115
5.778257581913744,2.968343422587504,44,92
21.10250961016794,6.137674736544897,99,128
5.203691411603093,3.607640268622132,20,97
13.88168508346595,4.480050117613864,10,101
16.256659401075037,4.150454320559763,42,107
