5.047204754305799,4.1640210583704835,22,90,116,123
11.404172881938429,3.355647724730677,28,38,96,103
10.447568561502532,6.432484546688402,6,65,67,89
17.986141214104535,2.258860491807525,57,76,111,118
12.502920045377728,3.3077448754055796,23,34,94,108
16.93194009977013,5.635094136240427,14,68,117,128
18.19029283341031,1.2802831634744127,75,89,106,119
8.741298009524815,5.653349649088158,17,43,44,52
4.083569299673992,1.4434443294765988,46,55,108,119
14.390583698809243,4.954881453348699,42,43,111,123
12.023884943734068,5.138205266653553,7,20,57,104
22.507144264186802,2.7531117074978226,49,81,108,109
14.32578073884525,4.166860365403286,56,79,102,119
17.42845248488832,4.599406469361178,63,89,90,109
27.30127471338706,-2.920564184131824,12,18,48,116
6.088945159203666,4.125908591059523,10,40,71,97
12.365806666554256,11.806308337686612,7,59,85,92
18.58314788281505,5.29468405761805,17,43,117,128
9.482983192757642,7.09148254217435,54,65,83,104
17.52444743738333,3.061829205783179,46,64,101,113
13.418745113117994,5.012776183028509,51,94,99,129
18.63677476615523,36.28342440434922,55,98,108,128
12.545430531770883,4.8032454969390646,39,103,104,125
9.30076122357967,5.487668370613999,7,20,57,89
6.158124359191401,2.3604851420676836,39,43,44,52
17.65141334944228,3.706888554536735,43,104,117,128
20.230567469148326,2.1845695176115023,19,76,121,126
8.984624052993688,3.858732644463552,12,40,48,54
16.035537684641263,6.229412530349347,17,100,111,122
8.662165965646285,6.190311278738879,74,83,104,116
16.276884469174203,6.095000760889186,36,59,77,114
2.9336163654473726,2.6914566056409854,12,21,22,38
19.353926817086865,12.488515269819533,83,91,92,98
17.91366376022855,9.252958536571676,14,88,89,113
20.903032518794262,16.897658326244315,32,43,81,97
16.124973355932486,6.179580638248963,6,65,108,128
17.643662322716075,21.71815566717118,71,92,98,108
16.8464811474139,4.48867076650176,34,64,104,111
18.281039633764266,6.853698525450074,65,83,89,101
18.633595851840415,6.094468136389753,52,65,67,128
17.566798010260065,20.045739961621177,55,92,98,108
7.925690101730387,4.020690460383611,9,92,97,124
20.774564197316025,10.882049558777531,30,92,98,113
17.50580829454038,3.9010225147286373,83,91,108,128
5.356999494594267,3.1259751780045857,9,53,108,125
8.853906116869883,-1.2676275677244377,43,71,81,97
21.145650083876205,49.994594986136605,21,81,98,129
19.11816696834483,25.778725738429426,83,98,108,128
11.332522098134486,4.7603337939835155,9,38,59,91
8.338312402140662,7.2069578489659225,31,84,89,121
6.843727928973603,5.2256082654108935,40,43,76,124
16.689948298624124,14.249311271145944,26,64,88,95
13.976618386956162,5.657144633241786,38,68,89,114
22.867726573542,14.848672263252453,20,32,64,90
23.40009320059491,4.099388691871965,17,44,45,125
12.854873334954531,3.4743924935125556,48,103,106,116
25.7162479362438,-4.314702974304098,18,37,61,69
12.754078431385544,7.007017296286464,53,84,102,117
9.070752212502873,1.4308201553445783,51,59,87,122
15.770791453963497,4.6174314752283685,45,95,109,114
13.958769332951242,15.788904141360801,36,64,87,115
13.829824013791402,4.204032094803348,37,53,80,125
7.682953369386384,5.323352708406309,34,52,65,125
14.715881583129743,5.958164709694589,19,43,66,125
4.14802648951799,2.4223970674698587,35,87,90,123
22.751572678450387,2.9920869123217857,25,81,95,126
10.615864045747609,6.028100176513138,26,64,89,121
12.00625268328455,3.1243631149003694,55,61,81,115
16.140240367985065,30.19937876848428,32,36,64,90
17.634000772702986,2.376612057417058,30,95,97,106
7.007798359430755,3.41807639530676,42,46,92,125
13.387470412548556,15.359462198192656,23,64,87,115
10.375703675544639,5.681727103262741,56,64,89,90
13.171905142964043,4.562919616526363,11,72,94,123
14.473609726030514,5.311655298695911,80,89,118,121
15.933260323464765,-1.5239360716816408,69,76,82,106
18.04075315952112,29.513218464828554,32,36,64,115
9.310974199096062,3.925738246441272,39,81,87,90
12.729366812777624,4.253378817301732,44,62,63,79
12.306760053993798,21.554907420345497,21,36,87,115
8.777607571646756,4.69592901497497,9,65,72,74
5.989588861180687,3.976314940856407,10,64,90,97
14.569209798636226,4.167900258821586,52,77,97,115
12.022098655948621,1.4297394088616948,6,16,40,106
11.979232466405659,3.1166226752313078,26,52,62,102
12.51164557672768,6.762576088806417,22,64,90,93
5.608556100138834,3.9851977623204,10,51,57,115
14.14700858786558,16.58812660693624,36,71,87,115
5.810355104599109,2.530648162047641,6,64,87,90
14.164407430716015,3.3530368896358826,25,82,94,115
8.387980440087876,2.6136566451839434,56,70,75,115
17.56679801026006,20.04573996162117,15,32,91,122
12.628981911278204,16.50377156867182,60,87,91,115
6.1942095547760605,3.9005022124833886,64,64,74,90
13.742916692192022,10.09253146606525,19,45,60,115
5.989588861180688,3.976314940856409,64,86,90,97
17.936977667630348,6.530447154846181,13,93,95,128
9.308981065187705,5.813471817520374,8,36,64,115
7.099679602682365,4.67739245848992,44,87,90,91
9.820717040837982,8.399556369183017,52,64,65,115
8.670578463242975,5.687226008233191,36,64,110,115
9.10145845457506,7.463525141096332,26,56,67,115
15.928684415485808,4.595517221450527,9,41,114,120
9.81522697079295,6.861323337215279,23,39,64,115
14.83952238775239,2.9230992107321936,10,64,99,115
22.22323194627821,3.2266698920113073,18,36,64,115
13.57846259812159,6.699309694672064,17,26,76,90
10.205912277506169,5.532102001102842,36,64,75,115
8.670578463242972,5.687226008233203,36,57,64,115
16.84758958030908,12.121857955120111,19,25,95,115
8.187700546030559,4.971800288448253,24,29,64,90
14.198356906623378,3.2934607600542463,68,76,80,97
17.598421297271166,4.103023493221387,33,64,115,128
8.148200390124588,1.3785935211974385,11,62,64,90
12.247296755316304,3.4028402523216705,64,69,96,115
13.551066233557016,8.730665818411287,62,84,93,115
12.92120664171736,3.8568940616747396,27,56,114,121
