11.564989846177795,3.460076368816957,95
2.5423404481656062,-2.972722548302655,120
15.130132798978577,5.3318525145377995,19
7.555849335755662,2.2943985167243346,104
2.672857764444382,-0.7850638399930155,75
3.431227244294676,1.2519335384503283,49
11.600929289297122,3.541814652586226,94
5.863316595575882,4.146925595070767,117
3.9030148849379254,-0.7644230031464169,71
2.7912453614787793,-0.43521741109225165,69
14.756455884931395,4.362817089308158,107
11.162530848484067,2.889406064431073,93
9.956666918803665,2.903961085968649,96
13.88168508346595,4.480050117613864,101
2.033022036373049,-4.244441822179419,85
4.170364263802693,2.083807079685825,25
5.203691411603093,3.607640268622132,20
2.7912453614787793,-0.43521741109225165,69
11.162530848484067,2.8894060644310766,93
