28.440010957924407,3.8232171332372644,16,30,70,104,113,120,129
35.33570291353007,7.581789977843095,68,70,104,113,120,127,129
23.628442568736958,5.951631486370388,8,70,80,104,113,120,129
19.44346396827545,10.051798075520777,42,70,104,106,113,120,129
18.027775076303886,10.56954610926962,70,90,104,105,113,120,129
20.007247896371496,5.931876821700005,69,70,72,104,113,120,129
24.842670947467674,3.39181292227862,24,70,104,113,115,120,129
21.681651881811753,8.189015062039628,70,72,80,104,113,120,129
25.02325523892155,5.219439589107058,17,64,70,104,113,120,129
20.556806802819082,6.227002000387399,50,70,71,104,113,120,129
25.2942539915575,5.075997586350783,70,76,93,104,113,120,129
35.9552400014275,2.7175813722873383,59,81,104,113,120,127,129
36.92283374286633,3.4623333655933837,61,103,104,113,120,127,129
35.43928867229238,1.7724291291831253,11,27,104,113,120,127,129
38.185238352161534,5.985102788047545,83,93,104,113,120,127,129
34.725472876727174,8.369371003406252,69,104,105,113,120,127,129
30.173262529303518,1.016582177930638,47,104,113,120,123,127,129
37.09589503148595,5.62350001734722,42,58,104,113,120,127,129
29.988485418084906,8.124586784677605,20,58,104,113,120,127,129
33.69146031104155,2.9441536264811887,43,104,111,113,120,127,129
33.36005101756101,0.14536991819553505,104,108,113,116,120,127,129
32.96405643714247,2.9286269979084296,22,102,104,113,120,127,129
34.185534906429346,3.6992555478671334,9,104,113,119,120,127,129
34.51659211461943,3.2399250102486388,13,87,104,113,120,127,129
33.44937447388619,5.207574391268156,52,92,104,113,120,127,129
37.68499421168228,1.3410894902109258,13,104,108,113,120,127,129
34.81964638200049,3.2064901683475497,30,90,104,113,120,127,129
26.732637652828807,13.52372048379242,80,98,104,113,120,127,129
34.278273768332134,8.389590604172383,88,103,104,113,120,127,129
37.30381146467551,1.414561869036628,11,68,104,113,120,127,129
33.01474848383219,0.2238371705314772,54,90,104,113,120,127,129
32.26170384638465,6.436303685429021,39,77,104,113,120,127,129
33.589309812589605,3.2929976138663313,26,38,104,113,120,127,129
35.46780983262792,5.115585089303784,16,94,104,113,120,127,129
34.74292491419368,1.5038435470864713,39,104,113,118,120,127,129
32.54498110900727,13.461489376186135,24,40,104,113,120,127,129
33.58469223314758,13.424036976138233,60,88,104,113,120,127,129
34.36020064509511,2.786736825487436,77,104,111,113,120,127,129
37.09161168649889,4.4492033262662805,65,75,104,113,120,127,129
34.02019431964507,6.244082844457739,9,77,104,113,120,127,129
36.10993735608593,11.850000278585746,19,85,104,113,120,127,129
36.66022471082596,0.36320986444804393,65,104,109,113,120,127,129
30.433840322620355,5.489704372970057,27,104,105,113,120,127,129
27.244825994904076,14.30045438045621,33,104,113,116,120,127,129
