19.904916010853444,24.786771044341577,28,32,37,57,98,128
19.904916010853448,24.78677104434163,37,53,57,98,110,128
23.988920438497523,28.615778091760042,37,57,71,98,125,128
36.58015150448269,5.788127481737148,37,57,65,79,98,128
13.498346196550868,13.37863634422247,17,37,57,98,103,128
21.849280612299143,40.90840471887651,9,37,57,98,110,128
29.631513687975115,7.770110430940187,37,57,77,98,126,128
27.916160518645608,13.27991598888733,13,37,57,87,98,128
22.977505822807014,35.76644554350787,23,37,52,57,98,128
28.402418915184555,26.95137409250884,23,37,57,93,98,128
23.99973744325791,30.333288322232626,37,41,49,57,98,128
35.94118562624687,8.068401916845286,37,57,79,98,115,128
21.39444213884137,15.013938633038613,37,57,98,103,119,128
23.780962268037182,26.08556845150069,37,57,72,75,98,128
14.105216596913358,13.559920363436644,10,17,37,57,98,128
19.329427654938502,16.45185644770806,16,37,49,57,98,128
29.970740674724794,19.986645727019624,12,65,79,85,98,128
30.645892252731713,21.876287204915705,56,65,66,79,98,128
38.43505918473659,9.989255728004306,39,65,79,82,98,128
35.50704583983944,20.349203723193867,65,78,79,98,117,128
30.763037632525357,22.55848954750395,60,65,79,98,103,128
33.821600404637586,11.539543021928761,65,79,98,101,111,128
29.899752116804592,27.35838536218245,26,65,79,88,98,128
28.02091212170796,10.8271736891372,18,65,79,83,98,128
30.53348136663686,25.080970479186266,65,75,79,88,98,128
37.059462749322385,7.380360341257715,65,79,89,98,106,128
40.84697221131215,6.762822699321352,33,65,79,86,98,128
45.998955637002155,12.587649742534698,36,65,79,96,98,128
30.64769620942024,8.675098206387968,65,70,79,98,127,128
29.799855722140574,18.70417082262892,47,49,65,79,98,128
26.3267923278989,24.225455217217355,16,34,65,79,98,128
27.25858948259362,4.289838113007067,55,79,90,96,98,128
40.478504905211544,7.0663016436710215,6,79,96,98,100,128
28.289253579778737,6.039139867402301,29,32,79,96,98,128
36.87706948738712,8.08192625399851,60,64,79,96,98,128
37.056789280114785,10.238617038899772,37,71,79,96,98,128
31.649755898661105,5.919120047051836,21,35,79,96,98,128
28.28925357977874,6.039139867402288,79,86,96,98,112,128
37.44651468522165,7.985084994196566,8,25,79,96,98,128
28.964881551605046,4.869275165698029,7,79,96,98,122,128
37.57046486944683,12.726971875430724,66,79,96,98,105,128
34.723402556981895,16.486994615620514,19,22,79,96,98,128
31.945833804904176,6.159754898423567,18,59,79,96,98,128
42.32467350735699,6.544566834853875,30,79,84,96,98,128
30.531423256028138,8.45851673218056,11,79,90,96,98,128
36.960181817715124,3.5984296604368056,79,96,98,113,119,128
36.3852876070473,5.847094068089835,34,35,79,96,98,128
29.81650058009859,18.384882048171907,71,79,96,98,124,128
34.25447472781935,6.667687231260471,51,79,96,98,99,128
33.15428963084043,12.098930139635753,28,71,79,96,98,128
35.78740183859658,2.5436915428756017,53,79,96,98,116,128
36.02990779642697,7.544911825720168,59,79,96,98,102,128
33.34400192459407,3.920909984281297,79,80,91,96,98,128
36.1308655229104,9.272884877111746,16,70,79,96,98,128
34.36321729482979,16.512771425620166,79,96,98,105,110,128
