21.685667182116035,10.739361176452308,6,10,88,96,108
30.23565557128631,2.5717458271389098,16,50,113,119,126
28.622675794565033,20.188671762256227,32,48,97,113,120
28.212069371791845,0.9815938074489164,17,69,85,103,108
26.141716158655672,4.845786860131669,46,58,95,106,107
19.553577776016557,32.37566367455198,29,32,71,88,102
22.918245276675112,6.436315349268719,14,16,35,96,101
22.19535182488877,11.747580533460857,33,77,88,91,112
20.051469936247607,9.406429696388852,13,53,54,56,85
13.984638884421848,4.113264159146467,8,41,51,73,91
26.228286567067258,7.366354809449898,30,48,93,102,118
7.709842008493736,3.654819080534909,36,45,60,67,110
28.553049154272415,7.0352463337842055,37,67,92,114,127
15.868523646976888,4.833288321832183,48,89,91,97,112
25.965654104735037,8.066323413006517,45,77,88,96,108
25.456015188742096,10.035065362311437,45,88,96,102,107
24.257366761468973,18.99396258700916,32,71,88,109,120
11.93750420207137,1.8893468685827615,12,52,64,91,112
18.654472460107545,27.85115506803834,16,88,96,98,108
23.018370670064886,29.08380606926416,29,88,96,102,109
19.559707277765796,14.702367197685668,55,71,73,88,109
22.789018783038138,4.836861026354516,33,55,59,89,104
17.094000865734547,11.913072929958439,37,42,62,67,120
22.22183891805284,5.344442355928898,40,57,97,102,113
21.177135717819777,7.955916800089407,17,98,102,107,109
18.867399072203657,25.18727980696528,88,96,98,108,112
17.24631746567943,14.757939367310044,87,88,96,98,120
17.981180506683657,17.367925135706894,24,53,88,102,106
23.408968360900168,7.476028394190605,41,68,82,102,109
26.293320006818753,9.1897978443578,88,96,102,108,109
16.714628744582686,59.78867928222283,46,71,98,108,112
28.043019493425007,13.305012143167533,12,28,96,98,102
24.610032962319295,13.903577512652317,29,32,96,102,109
18.86739907220366,25.187279806965307,29,88,96,98,108
13.611575850994711,2.983966965777794,49,57,60,78,104
21.134290301727212,25.173542719650733,88,88,96,98,102
32.70431940001635,9.183169971185208,10,71,88,102,128
21.89384343726313,33.79460402204253,29,32,71,88,109
22.18552214300469,22.604150031824858,29,88,96,102,108
14.648846070018802,49.07941161758792,75,88,98,108,112
16.50463545146514,10.00163420312079,20,84,87,110,124
28.78499158676219,2.638394257352654,30,62,102,106,109
12.711443373093985,14.42563045592314,26,27,33,108,129
12.409957652500609,6.0092970353663935,39,42,48,108,112
19.65227010303552,4.1933653338440156,10,74,96,109,112
29.440485443178773,23.09223416360836,27,30,33,98,102
15.305602357556257,39.07576582171955,32,65,71,88,112
14.678707644157626,5.08559008689353,9,14,92,108,109
5.996706785273414,1.4249766943404596,45,51,61,65,108
18.614128201053035,22.149215039713155,43,63,98,108,112
19.761998969389715,26.490793495591934,58,59,98,108,112
13.38169255228007,4.6480422561651125,20,35,61,112,122
16.68618563529076,19.57561771920976,71,75,98,108,112
27.973148778968845,-1.7306710068336413,35,70,89,112,113
15.457079739236232,5.2345065728313855,79,102,103,112,119
21.411749332710805,37.78872927064278,52,98,108,112,126
9.99868359940174,5.649261873181298,25,100,108,112,115
19.137792407034915,18.981455027834315,44,68,98,108,112
17.527137724981586,5.755282948633661,17,22,56,63,104
19.863592656596676,19.742318379427655,40,96,98,108,112
25.73096530202112,14.12157238352515,90,97,112,115,120
14.309678401722438,7.150214944516138,40,41,107,108,112
16.09794191080779,2.560123036102483,69,73,94,108,112
17.181210165841936,21.84352057454061,26,71,98,108,112
18.899731120836414,23.13368301604578,85,98,108,112,116
17.566798010260065,20.045739961621166,57,91,98,108,112
12.743509973672989,8.802760896899695,11,14,31,78,110
7.351409229717641,4.198790410527884,26,65,92,108,112
12.462187951051764,12.81705862514651,26,42,68,91,117
17.946869477009454,5.258381141281374,23,42,61,89,96
23.49826817568198,1.7977339441923492,6,39,78,101,106
13.156206492055501,11.8779689691024,6,25,69,91,105
22.815026156213243,13.84315207259046,39,63,88,93,118
20.47346078692378,-0.21906130026022896,8,51,52,61,109
17.493472460513154,7.906327056627028,10,38,52,60,85
22.44511785335465,0.3782237495273511,67,70,75,82,125
20.908244319209498,3.202600694051122,6,30,47,81,101
26.658932922276684,39.18694127881419,23,31,32,71,93
22.614663632948663,9.958982769143068,38,83,90,117,125
15.25870017470735,7.190533636303802,28,40,41,78,106
24.608424075405807,26.674444061680518,27,32,71,78,118
17.083380669215423,15.069531511219814,56,93,102,117,122
16.618207925818243,21.834404696791385,8,15,91,105,107
15.83596646261762,6.655553326713759,58,84,93,103,112
21.732100500760666,17.25666231591399,23,63,88,93,118
35.13480640522295,11.622355565363382,16,30,33,114,117
12.61006455409779,1.8268610915991677,52,56,65,106,112
16.351612485024148,7.941864815183197,6,25,69,91,93
27.78830891159673,0.3907814491066717,69,78,118,121,128
26.403034735438283,29.544799685250783,27,32,91,105,107
10.886827395465321,0.7842396768677959,8,15,91,105,118
13.399360274846389,4.906838842581413,21,56,59,70,93
25.499283207501364,13.13798076262719,38,51,58,77,128
20.836978458341697,8.246366076274423,8,63,94,107,122
27.35747317171388,9.491988107482987,20,62,93,101,118
26.765583825982926,31.832409472849736,23,32,63,71,93
31.880002638619697,18.789123511720256,32,61,91,105,107
19.801666784065013,6.634026187827244,19,78,84,86,118
16.73966457401543,3.0935368930209877,12,37,93,108,129
32.18522197196279,18.165453264678096,12,32,63,105,107
12.250964281757545,2.720718732699321,15,33,74,110,122
16.966983976810674,15.8332311230156,9,71,71,93,120
17.850278834367383,29.451702023315512,32,58,71,87,93
31.950640967856867,15.936705357311613,12,32,71,77,93
19.770663053502275,7.39561238588633,11,25,41,71,93
19.039530585285092,-1.117345014867066,17,18,47,84,89
16.597142452435943,8.62878771554983,63,71,89,93,119
14.63531672437094,5.44876569546021,46,49,71,93,122
18.918797570905568,9.931911304105713,21,54,67,85,93
25.824242576848896,38.98662654649093,10,31,32,71,93
14.40787970474277,9.366161018498044,22,31,63,71,93
18.808843029407612,0.6560757494186962,35,44,87,93,121
23.366543637374985,31.050139088991717,59,71,93,115,127
30.29009080867249,19.07873979533216,32,62,71,93,121
23.847834772046845,6.046740626313342,11,46,71,89,93
17.841915990191932,6.352040333121369,7,11,22,68,93
27.743081964702917,32.021204353262114,31,32,71,93,109
17.021518507366125,4.0934133026009984,8,14,67,93,118
26.813647275231304,36.731668307650025,6,25,32,71,93
28.301962561039595,16.495466534552147,37,59,93,102,124
26.658932922276684,39.18694127881419,22,31,32,71,93
20.153230864227698,12.947838514260484,53,91,93,116,125
15.806665328459072,3.8613851145663944,46,51,93,96,122
